Päivämäärä,Käyttäjätunnus,Aihe,Twiitti,Suodatettu_Twiitti,Twiitti_englanniksi,Tunneluku,Tunneluokka
2018-01-04,CGI_FI,A0,"Onko #digitalisaatio myös Soten taikasana? @ElinaJyvasjarvi pohtii blogissa, miten tunteita herättävästä IT:stä saadaan vaikuttavuutta ja työtyytyväisyyttä kasvattava tuottavuustyökalu. https://t.co/fjyswxxfw5 #terveydenhuolto #soteuudistus https://t.co/eC1Nw935AH",olla digitalisaatio myös so taikasa @elinajyvasjarvi pohtia blogi miten tunne herättävästä it saada vaikuttavuus työtyytyväisyy kasvattaa tuottavuustyökalu _ url _ terveydenhuolto soteuudistus _ url _,"is #digitalization also sote's magic word? in the blog, @elinajyvasjarvi considers how emotional it can be turned into a productivity tool that increases effectiveness and job satisfaction. https://t.co/fjyswxxfw5 #terveydenhuolto #soteuudisto https://t.co/ec1nw935ah",0.5423,positiivinen
2018-01-09,PauliWaroma,A0,"Podcast aiheesta digitalisaatio terveydenhuollossa. Kannattaa kuunnella, vaikkei terveydenhuolto kiinnostaisi. Digitalisaation luulisi kiinnostavan, tai ainakin terveyden. Sinä olet oman terveytesi tärkein lenkki. https://t.co/3LeQomWXVb #digitalisaatio #sote @Pihlajalinna",aihe digitalisaatio terveydenhuollo kannattaa kuunnella terveydenhuolto kiinnostaa digitalisaatio luulla kiinnostava ainakin terveys oma terveytesi tärkeä lenkki _ url _ digitalisaatio @pihlajalinna,"podcast on the topic of digitization in healthcare. it's worth listening, even if you're not interested in healthcare. you would think digitization would be interesting, or at least health. you are the most important link in your own health. https://t.co/3leqomwxvb #digitalization #sote @pihlajalinna",0.5323,positiivinen
2018-01-09,PennanenDonata,A0,Tulevaisuuden terveydenhuolto herättää ajatuksia. Totta. Digitalisaatio laihdutuksen tukena?? Mitä ihmettä?? #lääkäri2018.,tulevaisuus terveydenhuolto herättää ajatus totta digitalisaatio laihdutus tuki ihme,the health care of the future is thought-provoking. true. digitization to support weight loss?? what on earth?? #doctor2018.,0.8105,positiivinen
2018-02-09,mirossi,A0,Aito kilpailu tekee alalle hyvää #sote #sotedigi #terveydenhuolto #apotti #digitalisaatio #digitalous  https://t.co/RBadTCngAn,aito kilpailu tehdä ala hyvä sote sotedigi terveydenhuolto apotti digitalisaatio digitalous _ url _,genuine competition is good for the industry #sote #sotedigi #terveydenhuolto #apotti #digitalisaatio #digitalous https://t.co/rbadtcngan,0.4404,positiivinen
2018-01-10,MicrosoftSuomi,A0,Miten virtuaalisella hoitoteknologialla voidaan varmistaa parempaa elämänlaatua vanhuksille? Tätä pohtii @HannaNikkila blogissaan: https://t.co/UETQs0iQO9 #terveydenhuolto #vanhuspalvelut #digitalisaatio https://t.co/t8xc03lfkp,miten virtuaalise hoitoteknologia varmistaa hyvä elämänlaatua vanhuksi pohtia @hannanikkila blogi _ url _ terveydenhuolto vanhuspalvela digitalisaatio _ url _,how can virtual care technology ensure a better quality of life for the elderly? this is what @hannanikkila thinks about in her blog: https://t.co/uetqs0iqo9 #terveydenhuolto #vanhuspalvelut #digitalisaatio https://t.co/t8xc03lfkp,0.8271,positiivinen
2018-01-13,Maaninkavaara,A0,@seija_seija @winninghelix #työnmurros #terveydenhuolto = väestön ikääntyminen #digitalisaatio #sote jotka muuttavat työpaikkojen määrää ja työn luonnetta ja tällöin ei ole kyse vain siirtymisestä yhdestä tavasta tehdä töitä johonkin toiseen vaan nykyisestä useaan erilaiseen tapaan #johtajuus #organisaatio,@seija_seija @winninghelix työnmurros terveydenhuolto = väestö ikääntyminen digitalisaatio sote muuttaa työpaikka määrä työ luonnes tällöin kyse vain siirtyminen tapa tehdä työ nykyinen usea erilainen tapa johtajuus organisaatio,@seija_seija @winninghelix #työnmurros #terveydenhuolto = population aging #digitalization #sote that change the number of jobs and the nature of work and in this case it is not just a matter of moving from one way of working to another but from the current one to several different ways #management #organization,0.0292,neutraali
2017-05-23,digiterveys,A0,"How you can achieve peak brain performance, according to science https://t.co/KMfIjbgYDc via @wef",how you can achieve peak brai performance according _ url _ va @wef,"how you can achieve peak brain performance, according to science https://t.co/kmfijbgydc via @wef",0.0,neutraali
2018-01-17,kuntatyonantaja,A0,#Kuntatyönantaja-lehden juttu #Digitalisaatio mullistaa terveydenhuollon on luettavissa kokonaan verkossa https://t.co/ZzzJoskMBO #terveydenhuolto #työelämä https://t.co/qOyUWV87hv,kuntatyönantaja-lehden juttu digitalisaatio mullistaa terveydenhuolto luettavissa kokonaan verko _ url _ terveydenhuolto työelämä _ url _,#kuntatyönantaja-lehten story #digitalization is revolutionizing healthcare can be read in its entirety online https://t.co/zzzjoskmbo #terveydenhuolto #työelämä https://t.co/qoyuwv87hv,0.0,neutraali
2018-01-17,MicrosoftSuomi,A0,Miten virtuaalisella hoitoteknologialla voidaan parantaa vanhusten elämänlaatua? Tätä pohtii terveydenhuollon ratkaisujen johtajamme @HannaNikkila blogissaan: https://t.co/YVcIWTkqHh #terveydenhuolto #vanhuspalvelut #digitalisaatio https://t.co/vt0NZwHJ22,miten virtuaalise hoitoteknologia parantaa vanhunen elämänlaatua pohtia terveydenhuolto ratkaisu johtajamme @hannanikkila blogi _ url _ terveydenhuolto vanhuspalvela digitalisaatio _ url _,how can virtual care technology improve the quality of life of the elderly? this is what our director of healthcare solutions @hannanikkila thinks about in her blog: https://t.co/yvciwtkqhh #terveydenhuolto #vanhuspalvelut #digitalisaatio https://t.co/vt0nzwhj22,0.7783,positiivinen
2018-01-19,HelttiHealthy,A0,#OULU kuulolla! Tule pe 26.1. kuulemaan #tekoäly'n vaikutuksesta terveydenhuoltoon. @Kauppakamari aamiaisella puhujina Heltin tj @Tilapit ja digioraakkeli @TeroOjanpera Tästä ilmoittautumiseen https://t.co/Q2sqLeL9aV #ai #terveydenhuolto #työterveys #digitalisaatio @BitfactorOy,oulu tule pe 26.1. kuulla vaikutus terveydenhuolto @kauppakamari aamiaiske puhuji helt tj @tilapit digioraakkeli @teroojanpera ilmoittautumisyt _ url _ terveydenhuolto työterveys digitalisaatio @bitfactoroy,#oulu listening! come on friday 26.1. to hear about the impact of #artificial intelligence on healthcare. @kauppakamari as speakers at breakfast heltin tj @tilapit and digiorakkeli @teroojanpera register here https://t.co/q2sqlel9av #ai #terveydenhuolto #työterveys #digitalisaatio @bitfactoroy,0.5255,positiivinen
2018-01-25,HParisod,A0,Qvalidin alkutaival on ollut vauhdikas! Olemme myös aloittaneet yhteistyön sekä @gfhfinland että @NordicEdu kanssa. Odotamme tulevia yhteisprojekteja mielenkiinnolla! #Qvalidi #digitalisaatio #terveyspelit #terveydenhuolto https://t.co/YX7UVCoV9E,qvalid alkutaival vauhdikas myös aloittaa yhteistyö @gfhfinland @nordicedu odotamme tuleva yhteisprojekti mielenkiinno qvalidi digitalisaatio terveyspeli terveydenhuolto _ url _,the beginning of qvalid has been fast! we have also started cooperation with both @gfhfinland and @nordicedu. we look forward to future joint projects! #qvalidi #digitalization #health games #health care https://t.co/yx7uvcov9e,0.5837,positiivinen
2017-05-18,swtstnwsKotimaa,A0,"Uutisen twiittasivat esiin @jera_8, @nnewspdates, @Sote_laatu, @Digiterveys_Lab…. https://t.co/JWwWcxSA7U https://t.co/Yg8l6h9KAc",uutinen twiittasia esiin @jera_8 @nnewspdates @sote_laatu @digiterveys_lab _ url _ _ url _,"the news was tweeted by @jera_8, @nnewspdates, @sote_laatu, @digiterveys_lab…. https://t.co/jwwwcxsa7u https://t.co/yg8l6h9kac",0.0,neutraali
2018-02-01,erkki_soini,A0,"Tästä se lähtee, sosiaali- ja terveydenhuolto, digitalisaatio ja toimintojen uudistaminen. Kovasti odotettu #roadshow! 
#Kajaani #vaikuttavuus #digitalisaatio #asiakas
#maakuntasotedigi #odahanke #virtuaalisairaala2 #unahanke https://t.co/FGAdUHDbBz",lähteä sosiaali terveydenhuolto digitalisaatio toiminto uudistaminen kovasti odottaa vaikuttavuus digitalisaatio asiakas maakuntasotedigi odahanke virtuaalisairaala2 unahanke _ url _,"this is where it starts, social and health care, digitalization and renewal of functions. the much anticipated #roadshow!
#kajaani #impact #digitalization #customer
#maakuntasotedigi #odahanke #virtualaisairaala2 #uhanahanke https://t.co/fgaduhdbbz",0.5411,positiivinen
2018-02-07,erkki_soini,A0,"#Virtuaalisairaala2 #kustannushyöty-tuloksia (potentiaalinen vapautuva #kapasiteetti) esillä #eHealth2018:ssa, @isfteh 15.3! 
@esior_oy @vsairaala @HUS_uutisoi #terveydenhuolto #digitalisaatio #tehokkuus #kustannusvaikuttavuus Vielä aikaa rekisteröityä!
https://t.co/gEwqdDhH8B",virtuaalisairaala2 kustannushyöty-tuloksia potentiaalinen vapautuva kapasiteettää esillä ehealth2018:ssa @isfteh @esior_oy @vsairaala @hus_uutisoi terveydenhuolto digitalisaatio tehokkuus kustannusvaikuttavuus vielä aika rekisteröityä _ url _,"#virtualhospital2 #cost-benefit results (potential freed #capacity) presented at #ehealth2018, @isfteh 15.3!
@esior_oy @vsairaala @hus_uutisoi #terveydenhuolto #digitalisaatio #efficacy #costeffectiveness still time to register!
https://t.co/gewqddhh8b",0.508,positiivinen
2018-01-11,KelaFpa,A0,Kela #lääkäri2018 -tapahtumassa! Ständillämme pääsee esimerkiksi tutustumaan sähköiseen b-lausuntoon. #lääkäri #terveydenhuolto #digitalisaatio https://t.co/pDNiYTrnVj,kela lääkäri2018 tapahtuma ständillämme päästä esimerkiksi tutustua sähköinen b-lausuntoon lääkäri terveydenhuolto digitalisaatio _ url _,"kela at the #lääkäri2018 event! at our stand, for example, you can familiarize yourself with the electronic b-statement. #lääkäri #terveydenhuolto #digitalisation https://t.co/pdniytrnvj",0.0,neutraali
2017-03-04,TerttuHuuhka,A0,"Insinöörit ja lääkärit, yhtykää! #digitalisaatio #terveydenhuolto #insinöörit #lääkärit https://t.co/7GRhybSaXS",insinööri lääkäri yhtykä digitalisaatio terveydenhuolto insinööri lääkäri _ url _,"engineers and doctors, unite! #digitalization #healthcare #engineers #doctors https://t.co/7grhybsaxs",0.0,neutraali
2019-07-08,salmi_pekka,A0,Digitalisaatio ja terveydenhuolto: käsien vapauttaminen automaatiolla,digitalisaatio terveydenhuolto käsi vapauttaminen automaatiolla,digitization and healthcare: freeing hands with automation,0.4767,positiivinen
2019-09-09,CiniaFinland,A0,Cinia kehittämään julkisten sote-toimijoiden UNA Ydintä. Cinia voitti hankintakilpailussa tehtävän suunnitella ja toteuttaa kansallisen UNA Ytimen tilannekuva-näkymä.  Lue lisää https://t.co/wDs0rADj6A #digitalisaatio #terveydenhuolto #sote #unaydin #ciniafinland https://t.co/xHenv6zO47,cinia kehittää julkinen sote-toimijoiden una ydintä cinia voittaa hankintakilpailu tehtävä suunnitella toteuttaa kansallinen una ytimen tilannekuvanäkymä lukea lisää _ url _ digitalisaatio terveydenhuolto sote unayd _ url _,"cini to develop the una core of public social security operators. in the procurement competition, cinia won the task of designing and implementing a snapshot view of the national una core. read more https://t.co/wds0radj6a #digitalisaatio #terveydenhuolto #sote #unaydin #ciniafinland https://t.co/xhenv6zo47",0.7269,positiivinen
2022-07-11,DIG1t0,A0,"Päivi Topo SK:ssa: Olemme rakentaneet digitaalisen raihnaistumisen kulttuurin. Digitalisaatio estää osaa ihmisistä hoitamasta asioi­taan, joista he selviytyivät aikaisemmin. Kyse on peruspalveluista kuten terveydenhuolto, poliisi, Kela, verotoimisto, Digi- ja väestötietovirasto.",päivi topo sk:ssa rakentaneet digitaalinen raihnaistumisen kulttuuri digitalisaatio estää osa ihminen hoitamasta asioi­taan selviytyiä aikaisemmin kyse peruspalvelu terveydenhuolto poliisi kela verotoimisto digi- väestötietovirasto,"päivi topo at sk: we have built a culture of digital innovation. digitization prevents some people from doing things they used to manage before. it is about basic services such as healthcare, the police, kela, the tax office, the digital and population information agency.",0.4404,positiivinen
2022-07-13,DigiOsallisuus,A0,"”Digitalisaatio on estänyt osaa ihmisistä hoitamasta asioi­taan, joista he selviytyivät aikaisemmin. Listalla ovat peruspalvelut kuten terveydenhuolto, poliisi, Kela, verotoimisto, Digi- ja väestötietovirasto.” #digiosallisuus #digitaidot",digitalisaatio estää osata ihminen hoitamasta asioi­taan selviytyiä aikaisemmin listalla peruspalvela terveydenhuolto poliisi kela verotoimisto digi- väestötietovirasto digiosallisuus digitaito,"""digitalization has prevented some people from taking care of their affairs that they used to cope with. the list includes basic services such as healthcare, the police, kela, the tax office, the digital and population information agency."" #digitalparticipation #digital skills",0.5106,positiivinen
2022-07-18,MarkkuPatynen,A0,"Jotenkin häiritsee tässä jutussa se, että siinä tavallaan pannaan yhtäläisyysmerkki @Terveystalo 'n ja #terveydenhuolto #digitalisaatio'n välille. Niinkuin se, mitä yksityinen yritys tekee, kertoo terveydenhuollomme digitaalisuuden tilan. Ajatukset...1/ https://t.co/ysfh8eJT0u",jotenkin häirita juttu tavalla panna yhtäläisyysmerkki @terveystalo n terveydenhuolto digitalisaatio'n niinkuin yksityinen yritys tehdä kertoa terveydenhuollomme digitaalisuuden tila ajatus _ url _,it's somehow disturbing in this story that it somehow puts an equal sign between @terveystalo and #terveydenhuolto #digitalisation. just as what a private company does tells us about the digital state of our healthcare. thoughts...1/ https://t.co/ysfh8ejt0u,-0.5106,negatiivinen
2022-07-21,VisaHonkanen,A0,"Amazon ostaa vastaanottoketjun ja sillä on nyt telehealth, läsnäklinikat ja apteekkiketju. #digitalisaatio #terveydenhuolto. Amazon to buy primary health-care provider One Medical for roughly $3.9 billion https://t.co/59KQIICqlA",amazon ostaa vastaanottoketju nyt telehealth läsnäklinikka apteekkiketju digitalisaatio terveydenhuolto amazon buy primary health-care provider one medical for roughly $ billion _ url _,"amazon buys the practice chain and now has telehealth, walk-in clinics and a pharmacy chain. #digitalization #healthcare. amazon to buy primary health-care provider one medical for roughly $3.9 billion https://t.co/59kqiicqla",0.34,neutraali
2022-08-04,TaubeErika,A0,"Miten järjestetään tulevaisuuden #terveydenhuolto kun raha ja tekijät vähenee, mutta potilaat ja hoitomahdollisuudet lisääntyvät? Lopetetaanko kalliit syöpähoidot yli 80 v? Vai mitä tehdään? Tehostaminen ja digitalisaatio ei enää riitä. #hoidonrajaus #tasaarvo #hyvinvointialueet",miten järjestää tulevaisuus terveydenhuolto raha tekijä vähetä potilas hoitomahdollisuus lisääntyä lopetetaanko kalliti syöpähoito yli v tehdä tehostaminen digitalisaatio enää riittää hoidonrajaus tasaarvo hyvinvointialueet,"how will the #healthcare of the future be organized when money and factors decrease, but patients and treatment opportunities increase? will expensive cancer treatments be stopped for people over 80 years old? or what do we do? efficiency and digitization are no longer enough. #hoidonrajaus #equality #wellnessareas",-0.4922,negatiivinen
2022-08-14,MerjaHauhtonen,A0,Soteorganisaat. kannattaa kartoittaa #sosmeta asiakirjojen käyttö ennen @Kantapalvelut liittymistä ja varmistaa tiedot #hyvinvointialue käyttöön. Usein #sosiaalihuolto asiat kirjataan #terveydenhuolto järjestelmiin. @POPsote varautuu #kirjaaminen #sote #omakanta #digitalisaatio https://t.co/K0Ypi6b8eK,soteorganisaat kannattaa kartoitta sosmeta asiakirjo käyttö @kantapalvela liittyminen varmistaa tieto hyvinvointialue käyttö usein sosiaalihuolto asia kirjataan terveydenhuolto järjestelmä @popsote varautua kirjaaminen sote omakanta digitalisaatio _ url _,military organizations. it's worth mapping out the use of #sosmeta documents before joining @kantapalvelut and verifying the information for use in the #hyvinvointialue. often #social welfare issues are recorded in #healthcare systems. @popsote is getting ready #booking #sote #ownership #digitalization https://t.co/k0ypi6b8ek,0.5267,positiivinen
2022-08-19,Movendos,A0,"Kun terveydenhuollon etäasiointia toteutetaan mahdollisimman monipuolisesti, asiakkaiden ja ammattilaisten tarpeista käsin sekä tietoturvallisella tavalla, saadaan digitalisaatiosta parhaat hyödyt irti. #digitalisaatio #sote #terveydenhuolto #tyoterveys  https://t.co/leHlNNZNN5",terveydenhuolto etäasiointi toteuttaa mahdollisimman monipuolisesti asiakas ammattilainen tarpeista tietoturvallinen tapa saada digitalisaatios parhaat hyöty irti digitalisaatio sote terveydenhuolto tyoterveys _ url _,"when remote health care is implemented as versatile as possible, based on the needs of customers and professionals, and in a data-secure manner, we get the best benefits from digitization. #digitalisaatio #sote #terveydenhuolto #tyoterveys https://t.co/lehlnnznn5",0.875,positiivinen
2022-09-03,JenniHjelt,A0,"Mitä on tapahtunut sille, että tällaiset uutiset saisi kuulla henkilökohtaisesti lääkäriltä, @HUS_fi? Oikeesti.

#digitalisaatio #syöpä #apotti #maisa #terveydenhuolto #erikoissairaanhoito",tapahtua tällainen uutinen saada kuulla henkilökohtaisesti lääkäri @hus_fi oikeesti digitalisaatio syöpä apotti maisa terveydenhuolto erikoissairaanhoito,"what has happened to being able to hear such news personally from a doctor, @hus_fi? really.

#digitalisation #cancer #abbot #maisa #health care #special care",0.5302,positiivinen
